1	-3.08323	1.37527	0.607863	1.31772	1.22521	-0.158647	-0.213934	0.641225	0.434583	
1	-3.21139	1.44567	0.102312	0.893444	1.30281	0.324496	0.259711	0.332753	0.376726	
1	-3.6613	1.42281	0.227979	0.567213	0.822745	0.716754	0.4597	0.613113	0.427033	
1	-3.99392	1.831	1.20241	2.13892	0.846979	0.585358	0.647969	0.783488	0.213684	
1	-2.06647	2.89569	1.84102	2.42675	1.0392	-0.166922	0.34669	0.0453362	-0.398599	
1	1.03072	4.1093	2.47481	1.61248	0.184168	-0.450687	-1.06392	-1.71506	-1.40558	
1	3.16961	5.13585	2.81937	1.50743	-0.48204	-0.865752	-1.20114	-1.17028	-1.0142	
1	4.19757	5.19661	3.13493	0.400073	-1.24733	-1.06969	-1.96972	-1.22431	-0.138307	
1	3.13988	5.17741	3.2715	0.029259	-1.39496	-1.47588	-2.35447	-1.56261	-0.376408	
1	1.98722	4.45928	2.66814	0.961759	-0.68924	-0.983078	-0.868724	-0.717208	-0.465887	
1	3.99283	3.79806	1.63045	0.71084	-0.176904	-0.389486	-0.71204	-0.574188	-0.426003	
1	6.95196	4.21406	0.271824	-0.97	-1.13515	-0.156356	-1.27092	-0.734665	-0.47169	
1	6.95375	3.55256	0.121106	-1.01407	-1.02988	0.0429698	-1.49226	-0.771209	-0.0451796	
1	7.22326	3.16374	-0.011764	-0.60221	-0.880616	-0.00660861	-1.13908	-0.642499	-0.11945	
1	6.55326	2.29674	-0.122958	-0.796981	-0.866924	-0.320902	-1.09162	-0.905696	-0.247196	
1	6.59131	1.77958	-0.017305	-0.659102	-0.809739	-0.3542	-0.916458	-1.1664	-0.00920988	
1	6.74541	1.12318	-0.10621	-0.508473	-0.930621	-0.375114	-0.776624	-1.22756	0.113036	
1	7.27998	1.79766	-0.0075654	-1.1493	-0.853307	-0.264826	-1.02663	-1.51088	0.235506	
1	6.80527	1.84592	0.46715	-1.43862	-0.904621	0.254032	-1.14782	-1.09109	0.494356	
1	6.85601	2.7668	1.04073	-1.89887	-1.89188	0.604441	-1.25747	-1.74425	-0.00689496	
1	5.72976	2.64939	1.56254	-1.16137	-2.18043	-0.673542	0.500345	-1.48458	-0.301956	
1	5.21379	3.01007	2.14645	-0.76476	-2.48459	-1.47014	-0.00951417	-1.69913	-0.0382119	
1	3.89086	5.05989	1.98309	-2.00755	-2.26645	-0.985582	0.0277061	-1.47451	0.0295223	
1	3.57729	4.80901	2.44566	-1.20918	-1.97767	-1.16574	-0.980593	-1.66829	0.503909	
1	3.31337	4.93099	2.26901	-1.44436	-2.38213	-1.45162	-1.17013	-1.66568	0.714407	
1	3.25924	3.37825	2.0112	-1.54431	-2.69616	-1.07024	-0.867174	-1.34973	0.360038	
1	3.285	3.603	2.04101	-2.36494	-3.31787	-1.12105	-0.893692	-1.27924	0.683052	
1	2.6789	4.24166	2.03174	-2.46394	-3.71185	-1.34867	-0.202561	-0.885498	0.585709	
1	2.68673	3.4796	1.44946	-3.27403	-2.91253	-1.49157	-0.478425	-0.741713	1.45327	
1	2.20545	3.40127	1.76889	-4.10131	-3.10288	-1.04008	-0.269994	-0.205245	2.01331	
1	2.43379	2.74198	1.58351	-3.99615	-3.14044	-0.0291273	-0.403738	-0.257681	1.42524	
1	2.31855	2.52958	1.06528	-4.16392	-3.5638	0.275895	-0.0869587	-0.323358	1.92658	
1	2.37589	2.67003	0.388531	-3.45074	-3.91023	0.603587	0.308165	-1.05403	1.91643	
1	3.04577	1.67734	0.860185	-4.27871	-2.71327	0.387319	-0.0734225	0.163661	1.1987	
1	2.88386	0.465161	0.34847	-4.44696	-3.02259	0.607835	-0.101653	0.744981	1.78758	
1	3.78232	0.33267	1.00084	-5.10422	-2.98914	1.03552	-0.100679	0.768505	0.960969	
1	3.76994	0.309875	1.07069	-5.38987	-2.66202	1.47883	0.158383	0.724606	0.979032	
1	3.19649	-0.476476	0.463598	-5.03781	-3.10426	1.35876	0.0500532	0.633566	1.69682	
1	4.06416	-0.827151	1.22581	-5.42315	-2.54482	1.23548	0.174023	0.540596	0.962646	
1	3.84115	-0.879645	1.32599	-5.5723	-2.16855	1.38212	0.381854	0.785666	0.809387	
1	2.57835	-0.810756	0.565566	-5.63007	-2.55752	1.66933	0.416793	0.837651	1.18151	
1	3.52714	-1.91021	1.65614	-6.1674	-1.91293	1.63521	0.0450139	0.58168	0.707754	
1	3.05686	-1.48158	1.14548	-5.7425	-1.92227	2.19484	-0.108043	0.870028	0.552902	
1	2.65991	-2.08715	0.937955	-5.86255	-2.23018	2.39312	0.127627	0.868367	0.671639	
1	3.19401	-2.36853	1.21757	-5.71543	-1.83828	2.27944	-0.437598	0.582445	0.483589	
1	3.01716	-2.20901	1.22587	-6.01728	-1.49036	2.5504	0.0607481	0.405406	0.255934	
1	2.26255	-2.67068	1.35139	-5.86221	-1.61955	2.452	-0.0742995	0.646624	0.62025	
1	3.13465	-2.04337	1.05116	-5.37982	-1.69461	2.39823	-0.351802	0.388133	0.329591	
1	3.28107	-2.52645	0.848939	-5.88746	-1.49421	2.72727	0.18837	0.424324	0.312393	
1	2.80208	-2.47145	0.856568	-5.81671	-1.49752	2.4957	0.502441	0.127671	0.492748	
1	2.79761	-2.23064	0.992672	-5.82569	-0.824759	1.88262	0.441131	-0.0930879	0.0800987	
1	2.9806	-2.94802	1.01123	-6.08569	-1.04895	2.66662	0.843889	0.548337	0.157205	
1	2.96389	-2.76949	0.954894	-5.69404	-1.11325	2.58425	0.171974	0.358606	-0.0364975	
1	3.28937	-2.67078	0.559247	-5.65453	-0.938445	2.79262	0.215921	0.152235	-0.00714269	
1	1.46584	-1.84767	-0.247824	-4.98471	-1.3112	2.84958	0.382576	0.156492	0.327612	
1	3.04089	-2.3823	0.773108	-5.49551	-0.792735	2.51937	0.106251	-0.0970032	-0.419323	
1	2.52063	-2.51103	0.987363	-5.64214	-1.06272	2.74113	0.530149	0.414121	-0.0201164	
1	2.49949	-2.44849	0.918035	-5.71322	-0.683571	2.19007	0.148614	0.090746	-0.107335	
1	2.07542	-2.70689	0.971857	-5.93699	-0.149036	2.17372	0.271817	0.39784	-0.126349	
1	1.82667	-2.63298	0.821637	-5.86008	-0.468268	2.38841	0.178262	0.15972	-0.0814013	
1	2.23785	-2.41478	0.569333	-5.64368	-0.462898	2.70286	0.1114	-0.091196	-0.160319	
1	1.63753	-2.63017	0.214762	-5.21088	-0.855268	2.64014	0.321962	-0.374563	0.210838	
1	3.03637	-2.99268	0.856306	-5.53828	0.0455612	2.45343	0.11248	-0.594722	-0.174223	
1	2.05679	-3.19651	0.837802	-5.54482	-0.429775	2.64163	0.449676	-0.40022	0.126503	
1	3.14479	-3.06999	0.877028	-4.97367	-0.177832	2.60088	-0.250009	-0.409978	-0.300712	
1	2.73641	-3.86919	0.912311	-5.2957	-0.371843	3.07376	0.124861	-0.111384	-0.420195	
